"RECID","TIMESTMP","CON_ID","DET_ID","TAG_ID","ERRORCODE","ERRORMSG","LATENESS","SYSID","VEH_NUM","EVFLAG"
"1479","2017-11-22 14:04:11","0","730","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"1480","2017-11-22 14:04:11","0","730","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"1481","2017-11-22 14:04:11","0","730","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"1482","2017-11-22 14:04:11","0","730","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"1483","2017-11-22 14:04:11","312","730","5614","68111","ISSUED: Start prty(EV# 4).","0","2","E-998","0"
"1690","2017-11-22 14:08:10","0","0","5614","67101","MARKED: Hot/Run List deleted by Timeout.","0","2","E-998","0"
"1691","2017-11-22 14:08:14","0","0","5614","67103","DELETED: Hot/Run List deleted by System.","0","2","E-998","0"
"14156","2017-11-22 16:46:59","0","733","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"14157","2017-11-22 16:46:59","0","733","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"14158","2017-11-22 16:46:59","0","733","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"14159","2017-11-22 16:46:59","0","733","5614","68106","SUCCESS: Dir. ""W"" determined from uni-dir DET#.","0","2","E-998","0"
"14160","2017-11-22 16:46:59","312","733","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"14235","2017-11-22 16:47:40","0","734","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"14236","2017-11-22 16:47:40","0","734","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"14237","2017-11-22 16:47:40","0","734","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"14238","2017-11-22 16:47:40","0","734","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"14239","2017-11-22 16:47:40","0","734","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"14240","2017-11-22 16:47:40","314","734","5614","68111","ISSUED: Start prty(EV# 3).","0","2","E-998","0"
"14326","2017-11-22 16:48:27","0","737","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"14327","2017-11-22 16:48:27","0","737","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"14328","2017-11-22 16:48:27","0","737","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"14329","2017-11-22 16:48:27","0","737","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"14330","2017-11-22 16:48:27","0","737","5614","68107","SUCCESS: Dir. ""W"" determined at end point.","0","2","E-998","0"
"14331","2017-11-22 16:48:27","313","737","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"14489","2017-11-22 16:50:00","0","741","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"14490","2017-11-22 16:50:00","0","741","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"14491","2017-11-22 16:50:00","0","741","5614","67085","NO MATCH: Route Table.","0","2","E-998","0"
"14492","2017-11-22 16:50:00","0","741","5614","67084","NO MATCH: Foreign Rte Table(Det:741;Sys:2).","0","2","E-998","0"
"14911","2017-11-22 16:53:56","0","0","5614","67101","MARKED: Hot/Run List deleted by Timeout.","0","2","E-998","0"
"14915","2017-11-22 16:54:01","0","0","5614","67103","DELETED: Hot/Run List deleted by System.","0","2","E-998","0"
"42248","2017-11-27 10:39:50","0","730","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42249","2017-11-27 10:39:50","0","730","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"42250","2017-11-27 10:39:50","0","730","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"42251","2017-11-27 10:39:50","0","730","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"42252","2017-11-27 10:39:50","312","730","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42268","2017-11-27 10:40:00","0","830","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42269","2017-11-27 10:40:00","0","830","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"42270","2017-11-27 10:40:00","0","830","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"42271","2017-11-27 10:40:00","0","830","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"42272","2017-11-27 10:40:00","0","830","5614","68106","SUCCESS: Dir. ""W"" determined from uni-dir DET#.","0","2","E-998","0"
"42273","2017-11-27 10:40:00","311","830","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42283","2017-11-27 10:40:19","0","828","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42284","2017-11-27 10:40:19","310","828","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42299","2017-11-27 10:40:34","0","726","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42300","2017-11-27 10:40:34","310","726","5614","68112","ISSUED: Cancel prty(EV# 1).","0","2","E-998","0"
"42303","2017-11-27 10:40:38","0","724","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42304","2017-11-27 10:40:38","358","724","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42313","2017-11-27 10:41:02","0","722","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42314","2017-11-27 10:41:02","357","722","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42330","2017-11-27 10:41:24","0","720","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42331","2017-11-27 10:41:24","308","720","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42334","2017-11-27 10:41:30","0","718","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42335","2017-11-27 10:41:30","307","718","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42355","2017-11-27 10:41:44","0","717","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42356","2017-11-27 10:41:44","307","717","5614","68112","ISSUED: Cancel prty(EV# 1).","0","2","E-998","0"
"42360","2017-11-27 10:41:53","0","716","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42361","2017-11-27 10:41:53","306","716","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"42367","2017-11-27 10:42:02","0","714","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"42368","2017-11-27 10:42:02","0","714","5614","67102","MARKED: Hot/Run List deleted at EOR.","0","2","E-998","0"
"42369","2017-11-27 10:42:02","0","0","5614","67103","DELETED: Hot/Run List deleted by System.","0","2","E-998","0"
"43135","2017-11-27 11:00:00","0","714","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43136","2017-11-27 11:00:00","0","714","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"43137","2017-11-27 11:00:00","0","714","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"43138","2017-11-27 11:00:00","0","714","5614","68106","SUCCESS: Dir. ""W"" determined from uni-dir DET#.","0","2","E-998","0"
"43139","2017-11-27 11:00:00","0","714","5614","67102","MARKED: Hot/Run List deleted at EOR.","0","2","E-998","0"
"43140","2017-11-27 11:00:02","0","0","5614","67103","DELETED: Hot/Run List deleted by System.","0","2","E-998","0"
"43141","2017-11-27 11:00:07","0","715","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43142","2017-11-27 11:00:07","0","715","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"43143","2017-11-27 11:00:07","0","715","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"43144","2017-11-27 11:00:07","0","715","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"43145","2017-11-27 11:00:07","307","715","5614","68111","ISSUED: Start prty(EV# 2).","0","2","E-998","0"
"43189","2017-11-27 11:01:08","0","723","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43190","2017-11-27 11:01:08","358","723","5614","68111","ISSUED: Start prty(EV# 2).","0","2","E-998","0"
"43238","2017-11-27 11:01:53","0","829","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43239","2017-11-27 11:01:53","311","829","5614","68111","ISSUED: Start prty(EV# 2).","0","2","E-998","0"
"43264","2017-11-27 11:02:12","0","831","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43265","2017-11-27 11:02:12","360","831","5614","68114","IGNORED: No start prty found.","0","2","E-998","0"
"43266","2017-11-27 11:02:15","0","732","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43267","2017-11-27 11:02:15","313","732","5614","68111","ISSUED: Start prty(EV# 1).","0","2","E-998","0"
"43279","2017-11-27 11:02:25","0","733","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43280","2017-11-27 11:02:25","0","733","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"43281","2017-11-27 11:02:25","0","733","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"43282","2017-11-27 11:02:25","0","733","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"43283","2017-11-27 11:02:25","0","733","5614","68106","SUCCESS: Dir. ""W"" determined from uni-dir DET#.","0","2","E-998","0"
"43284","2017-11-27 11:02:25","312","733","5614","68111","ISSUED: Start prty(EV# 2).","0","2","E-998","0"
"43309","2017-11-27 11:02:52","0","734","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43310","2017-11-27 11:02:52","0","734","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"43311","2017-11-27 11:02:52","0","734","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"43312","2017-11-27 11:02:52","0","734","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"43313","2017-11-27 11:02:52","0","734","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"43314","2017-11-27 11:02:52","314","734","5614","68111","ISSUED: Start prty(EV# 12).","0","2","E-998","0"
"43344","2017-11-27 11:03:20","0","737","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43345","2017-11-27 11:03:20","0","737","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"43346","2017-11-27 11:03:20","0","737","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"43347","2017-11-27 11:03:20","0","737","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"43348","2017-11-27 11:03:20","0","737","5614","68107","SUCCESS: Dir. ""W"" determined at end point.","0","2","E-998","0"
"43349","2017-11-27 11:03:20","313","737","5614","68111","ISSUED: Start prty(EV# 2).","0","2","E-998","0"
"43364","2017-11-27 11:03:41","0","738","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"43365","2017-11-27 11:03:41","0","738","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"43366","2017-11-27 11:03:41","0","738","5614","67085","NO MATCH: Route Table.","0","2","E-998","0"
"43367","2017-11-27 11:03:41","0","738","5614","67084","NO MATCH: Foreign Rte Table(Det:738;Sys:2).","0","2","E-998","0"
"43543","2017-11-27 11:07:38","0","0","5614","67101","MARKED: Hot/Run List deleted by Timeout.","0","2","E-998","0"
"43549","2017-11-27 11:07:43","0","0","5614","67103","DELETED: Hot/Run List deleted by System.","0","2","E-998","0"
"59411","2017-11-27 16:17:38","0","710","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"59412","2017-11-27 16:17:38","0","710","5614","67085","NO MATCH: Route Table.","0","2","E-998","0"
"59413","2017-11-27 16:17:38","0","710","5614","67084","NO MATCH: Foreign Rte Table(Det:710;Sys:2).","0","2","E-998","0"
"59419","2017-11-27 16:17:47","0","711","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"59420","2017-11-27 16:17:47","0","711","5614","67085","NO MATCH: Route Table.","0","2","E-998","0"
"59421","2017-11-27 16:17:47","0","711","5614","67084","NO MATCH: Foreign Rte Table(Det:711;Sys:2).","0","2","E-998","0"
"82021","2017-11-28 03:17:46","0","730","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82022","2017-11-28 03:17:46","0","730","5614","67095","CREATED: Hot/Run List.","0","2","E-998","0"
"82023","2017-11-28 03:17:46","0","730","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"82024","2017-11-28 03:17:46","0","730","5614","68106","SUCCESS: Dir. ""E"" determined from uni-dir DET#.","0","2","E-998","0"
"82025","2017-11-28 03:17:46","312","730","5614","68111","ISSUED: Start prty(EV# 9).","0","2","E-998","0"
"82031","2017-11-28 03:17:54","0","830","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82032","2017-11-28 03:17:54","0","830","5614","68098","ERROR: Det ID does not exist along current dir.","0","2","E-998","0"
"82033","2017-11-28 03:17:54","0","830","5614","67097","CHANGED: Run List.","0","2","E-998","0"
"82034","2017-11-28 03:17:54","0","830","5614","65794","RECEIVED: Resubmitted Tag ID.","0","2","E-998","0"
"82035","2017-11-28 03:17:54","0","830","5614","68106","SUCCESS: Dir. ""W"" determined from uni-dir DET#.","0","2","E-998","0"
"82036","2017-11-28 03:17:54","311","830","5614","68111","ISSUED: Start prty(EV# 7).","0","2","E-998","0"
"82042","2017-11-28 03:18:08","0","828","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82043","2017-11-28 03:18:08","310","828","5614","68111","ISSUED: Start prty(EV# 4).","0","2","E-998","0"
"82047","2017-11-28 03:18:19","0","726","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82048","2017-11-28 03:18:19","310","726","5614","68112","ISSUED: Cancel prty(EV# 4).","0","2","E-998","0"
"82049","2017-11-28 03:18:22","0","724","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82050","2017-11-28 03:18:22","358","724","5614","68111","ISSUED: Start prty(EV# 9).","0","2","E-998","0"
"82051","2017-11-28 03:18:41","0","722","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82052","2017-11-28 03:18:41","357","722","5614","68111","ISSUED: Start prty(EV# 4).","0","2","E-998","0"
"82053","2017-11-28 03:18:57","0","720","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
"82054","2017-11-28 03:18:57","308","720","5614","68111","ISSUED: Start prty(EV# 4).","0","2","E-998","0"
"82055","2017-11-28 03:19:00","0","718","5614","65792","RECEIVED: Tag ID.","0","2","E-998","0"
