RECID,TIMESTMP,CON_ID,DET_ID,TAG_ID,ERRORCODE,ERRORMSG,LATENESS,SYSID,VEH_NUM,EVFLAG,lat,lon
175924,11/29/2017 10:54,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
175925,11/29/2017 10:54,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
175926,11/29/2017 10:54,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
175927,11/29/2017 10:54,312,730,5614,68111,ISSUED: Start prty(EV# 15).,0,2,E-998,0,34.006235,-118.429199
175938,11/29/2017 10:54,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
175939,11/29/2017 10:54,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
175940,11/29/2017 10:54,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
175941,11/29/2017 10:54,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
175942,11/29/2017 10:54,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
175943,11/29/2017 10:54,311,830,5614,68111,ISSUED: Start prty(EV# 11).,0,2,E-998,0,34.005625,-118.4302
175959,11/29/2017 10:55,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
175960,11/29/2017 10:55,310,828,5614,68111,ISSUED: Start prty(EV# 8).,0,2,E-998,0,34.004305,-118.432582
176159,11/29/2017 10:59,0,0,5614,67101,MARKED: Hot/Run List deleted by Timeout.,0,2,E-998,0,#N/A,#N/A
176171,11/29/2017 10:59,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
218599,11/29/2017 21:00,0,730,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006235,-118.429199
218600,11/29/2017 21:00,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
218601,11/29/2017 21:00,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
218602,11/29/2017 21:00,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
218603,11/29/2017 21:00,312,730,5614,68111,ISSUED: Start prty(EV# 3).,0,2,E-998,0,34.006235,-118.429199
218617,11/29/2017 21:00,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
218618,11/29/2017 21:00,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
218619,11/29/2017 21:00,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
218620,11/29/2017 21:00,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
218621,11/29/2017 21:00,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
218622,11/29/2017 21:00,311,830,5614,68111,ISSUED: Start prty(EV# 14).,0,2,E-998,0,34.005625,-118.4302
218648,11/29/2017 21:01,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
218649,11/29/2017 21:01,310,828,5614,68111,ISSUED: Start prty(EV# 11).,0,2,E-998,0,34.004305,-118.432582
218790,11/29/2017 21:05,0,0,5614,67101,MARKED: Hot/Run List deleted by Timeout.,0,2,E-998,0,#N/A,#N/A
218791,11/29/2017 21:05,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
234415,11/30/2017 7:39,0,738,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
234416,11/30/2017 7:39,0,738,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
234417,11/30/2017 7:39,0,738,5614,67084,NO MATCH: Foreign Rte Table(Det:738;Sys:2).,0,2,E-998,0,#N/A,#N/A
234420,11/30/2017 7:40,0,741,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
234421,11/30/2017 7:40,0,741,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
234422,11/30/2017 7:40,0,741,5614,67084,NO MATCH: Foreign Rte Table(Det:741;Sys:2).,0,2,E-998,0,#N/A,#N/A
253607,11/30/2017 12:55,0,730,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006235,-118.429199
253608,11/30/2017 12:55,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
253609,11/30/2017 12:55,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
253610,11/30/2017 12:55,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
253611,11/30/2017 12:55,312,730,5614,68111,ISSUED: Start prty(EV# 7).,0,2,E-998,0,34.006235,-118.429199
253615,11/30/2017 12:55,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
253616,11/30/2017 12:55,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
253617,11/30/2017 12:55,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
253618,11/30/2017 12:55,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
253619,11/30/2017 12:55,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
253620,11/30/2017 12:55,311,830,5614,68111,ISSUED: Start prty(EV# 2).,0,2,E-998,0,34.005625,-118.4302
253641,11/30/2017 12:56,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
253642,11/30/2017 12:56,310,828,5614,68111,ISSUED: Start prty(EV# 14).,0,2,E-998,0,34.004305,-118.432582
253663,11/30/2017 12:57,0,726,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003723,-118.433821
253664,11/30/2017 12:57,310,726,5614,68112,ISSUED: Cancel prty(EV# 14).,0,2,E-998,0,34.003723,-118.433821
253674,11/30/2017 12:57,0,724,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003501,-118.434269
253675,11/30/2017 12:57,358,724,5614,68111,ISSUED: Start prty(EV# 15).,0,2,E-998,0,34.003501,-118.434269
253706,11/30/2017 12:57,0,722,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.001533,-118.438209
253707,11/30/2017 12:57,357,722,5614,68111,ISSUED: Start prty(EV# 9).,0,2,E-998,0,34.001533,-118.438209
253719,11/30/2017 12:57,0,720,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999969,-118.441279
253720,11/30/2017 12:57,308,720,5614,68111,ISSUED: Start prty(EV# 9).,0,2,E-998,0,33.999969,-118.441279
253724,11/30/2017 12:58,0,718,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999676,-118.441872
253725,11/30/2017 12:58,307,718,5614,68111,ISSUED: Start prty(EV# 11).,0,2,E-998,0,33.999676,-118.441872
253734,11/30/2017 12:58,0,717,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.998518,-118.444173
253735,11/30/2017 12:58,307,717,5614,68112,ISSUED: Cancel prty(EV# 11).,0,2,E-998,0,33.998518,-118.444173
253743,11/30/2017 12:58,0,716,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997729,-118.445729
253744,11/30/2017 12:58,306,716,5614,68111,ISSUED: Start prty(EV# 10).,0,2,E-998,0,33.997729,-118.445729
253750,11/30/2017 12:58,0,714,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997363,-118.446482
253751,11/30/2017 12:58,0,714,5614,67102,MARKED: Hot/Run List deleted at EOR.,0,2,E-998,0,33.997363,-118.446482
253754,11/30/2017 12:58,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
253774,11/30/2017 12:59,0,712,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994682,-118.451824
253775,11/30/2017 12:59,0,712,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994682,-118.451824
253776,11/30/2017 12:59,0,712,5614,67084,NO MATCH: Foreign Rte Table(Det:712;Sys:2).,0,2,E-998,0,33.994682,-118.451824
253777,11/30/2017 12:59,0,711,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994165,-118.452792
253778,11/30/2017 12:59,0,711,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994165,-118.452792
253779,11/30/2017 12:59,0,711,5614,67084,NO MATCH: Foreign Rte Table(Det:711;Sys:2).,0,2,E-998,0,33.994165,-118.452792
253805,11/30/2017 12:59,0,707,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.991816,-118.457488
253806,11/30/2017 12:59,0,707,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.991816,-118.457488
253807,11/30/2017 12:59,0,707,5614,67084,NO MATCH: Foreign Rte Table(Det:707;Sys:2).,0,2,E-998,0,33.991816,-118.457488
277099,11/30/2017 18:04,0,760,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
277100,11/30/2017 18:04,0,760,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
277101,11/30/2017 18:04,0,760,5614,67084,NO MATCH: Foreign Rte Table(Det:760;Sys:2).,0,2,E-998,0,#N/A,#N/A
277108,11/30/2017 18:04,0,762,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
277109,11/30/2017 18:04,0,762,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
277110,11/30/2017 18:04,0,762,5614,67084,NO MATCH: Foreign Rte Table(Det:762;Sys:2).,0,2,E-998,0,#N/A,#N/A
277179,11/30/2017 18:05,0,764,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
277180,11/30/2017 18:05,0,764,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
277181,11/30/2017 18:05,0,764,5614,67084,NO MATCH: Foreign Rte Table(Det:764;Sys:2).,0,2,E-998,0,#N/A,#N/A
277300,11/30/2017 18:06,0,766,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
277301,11/30/2017 18:06,0,766,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
277302,11/30/2017 18:06,0,766,5614,67084,NO MATCH: Foreign Rte Table(Det:766;Sys:2).,0,2,E-998,0,#N/A,#N/A
277379,11/30/2017 18:08,0,768,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
277380,11/30/2017 18:08,0,768,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
277381,11/30/2017 18:08,0,768,5614,67084,NO MATCH: Foreign Rte Table(Det:768;Sys:2).,0,2,E-998,0,#N/A,#N/A
287225,11/30/2017 21:18,0,730,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006235,-118.429199
287226,11/30/2017 21:18,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
287227,11/30/2017 21:18,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
287228,11/30/2017 21:18,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
287229,11/30/2017 21:18,312,730,5614,68111,ISSUED: Start prty(EV# 9).,0,2,E-998,0,34.006235,-118.429199
287230,11/30/2017 21:18,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
287231,11/30/2017 21:18,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
287232,11/30/2017 21:18,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
287233,11/30/2017 21:18,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
287234,11/30/2017 21:18,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
287235,11/30/2017 21:18,311,830,5614,68111,ISSUED: Start prty(EV# 4).,0,2,E-998,0,34.005625,-118.4302
287246,11/30/2017 21:18,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
287247,11/30/2017 21:18,310,828,5614,68111,ISSUED: Start prty(EV# 0).,0,2,E-998,0,34.004305,-118.432582
287251,11/30/2017 21:18,0,726,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003723,-118.433821
287252,11/30/2017 21:18,310,726,5614,68112,ISSUED: Cancel prty(EV# 0).,0,2,E-998,0,34.003723,-118.433821
287253,11/30/2017 21:18,0,724,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003501,-118.434269
287254,11/30/2017 21:18,358,724,5614,68111,ISSUED: Start prty(EV# 0).,0,2,E-998,0,34.003501,-118.434269
287270,11/30/2017 21:19,0,722,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.001533,-118.438209
287271,11/30/2017 21:19,357,722,5614,68111,ISSUED: Start prty(EV# 10).,0,2,E-998,0,34.001533,-118.438209
287275,11/30/2017 21:19,0,720,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999969,-118.441279
287276,11/30/2017 21:19,308,720,5614,68111,ISSUED: Start prty(EV# 10).,0,2,E-998,0,33.999969,-118.441279
287277,11/30/2017 21:19,0,718,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999676,-118.441872
287278,11/30/2017 21:19,307,718,5614,68111,ISSUED: Start prty(EV# 12).,0,2,E-998,0,33.999676,-118.441872
287287,11/30/2017 21:20,0,717,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.998518,-118.444173
287288,11/30/2017 21:20,307,717,5614,68112,ISSUED: Cancel prty(EV# 12).,0,2,E-998,0,33.998518,-118.444173
287294,11/30/2017 21:20,0,716,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997729,-118.445729
287295,11/30/2017 21:20,306,716,5614,68111,ISSUED: Start prty(EV# 12).,0,2,E-998,0,33.997729,-118.445729
287299,11/30/2017 21:20,0,714,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997363,-118.446482
287300,11/30/2017 21:20,0,714,5614,67102,MARKED: Hot/Run List deleted at EOR.,0,2,E-998,0,33.997363,-118.446482
287305,11/30/2017 21:20,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
287313,11/30/2017 21:20,0,712,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994682,-118.451824
287314,11/30/2017 21:20,0,712,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994682,-118.451824
287315,11/30/2017 21:20,0,712,5614,67084,NO MATCH: Foreign Rte Table(Det:712;Sys:2).,0,2,E-998,0,33.994682,-118.451824
287323,11/30/2017 21:21,0,711,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994165,-118.452792
287324,11/30/2017 21:21,0,711,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994165,-118.452792
287325,11/30/2017 21:21,0,711,5614,67084,NO MATCH: Foreign Rte Table(Det:711;Sys:2).,0,2,E-998,0,33.994165,-118.452792
395131,12/2/2017 14:40,0,710,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
395132,12/2/2017 14:40,0,710,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
395133,12/2/2017 14:40,0,710,5614,67084,NO MATCH: Foreign Rte Table(Det:710;Sys:2).,0,2,E-998,0,#N/A,#N/A
395139,12/2/2017 14:40,0,711,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994165,-118.452792
395140,12/2/2017 14:40,0,711,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994165,-118.452792
395141,12/2/2017 14:40,0,711,5614,67084,NO MATCH: Foreign Rte Table(Det:711;Sys:2).,0,2,E-998,0,33.994165,-118.452792
405469,12/2/2017 18:25,0,730,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006235,-118.429199
405470,12/2/2017 18:25,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
405471,12/2/2017 18:25,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
405472,12/2/2017 18:25,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
405473,12/2/2017 18:25,312,730,5614,68111,ISSUED: Start prty(EV# 12).,0,2,E-998,0,34.006235,-118.429199
405481,12/2/2017 18:26,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
405482,12/2/2017 18:26,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
405483,12/2/2017 18:26,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
405484,12/2/2017 18:26,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
405485,12/2/2017 18:26,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
405486,12/2/2017 18:26,311,830,5614,68111,ISSUED: Start prty(EV# 7).,0,2,E-998,0,34.005625,-118.4302
405497,12/2/2017 18:26,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
405498,12/2/2017 18:26,310,828,5614,68111,ISSUED: Start prty(EV# 3).,0,2,E-998,0,34.004305,-118.432582
405504,12/2/2017 18:26,0,726,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003723,-118.433821
405505,12/2/2017 18:26,310,726,5614,68112,ISSUED: Cancel prty(EV# 3).,0,2,E-998,0,34.003723,-118.433821
405509,12/2/2017 18:26,0,724,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003501,-118.434269
405510,12/2/2017 18:26,358,724,5614,68111,ISSUED: Start prty(EV# 2).,0,2,E-998,0,34.003501,-118.434269
405541,12/2/2017 18:26,0,722,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.001533,-118.438209
405542,12/2/2017 18:26,357,722,5614,68111,ISSUED: Start prty(EV# 12).,0,2,E-998,0,34.001533,-118.438209
405558,12/2/2017 18:27,0,720,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999969,-118.441279
405559,12/2/2017 18:27,308,720,5614,68111,ISSUED: Start prty(EV# 11).,0,2,E-998,0,33.999969,-118.441279
405560,12/2/2017 18:27,0,718,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999676,-118.441872
405561,12/2/2017 18:27,307,718,5614,68111,ISSUED: Start prty(EV# 13).,0,2,E-998,0,33.999676,-118.441872
405574,12/2/2017 18:27,0,717,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.998518,-118.444173
405575,12/2/2017 18:27,307,717,5614,68112,ISSUED: Cancel prty(EV# 13).,0,2,E-998,0,33.998518,-118.444173
405582,12/2/2017 18:27,0,716,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997729,-118.445729
405583,12/2/2017 18:27,306,716,5614,68111,ISSUED: Start prty(EV# 13).,0,2,E-998,0,33.997729,-118.445729
405736,12/2/2017 18:31,0,0,5614,67101,MARKED: Hot/Run List deleted by Timeout.,0,2,E-998,0,#N/A,#N/A
405740,12/2/2017 18:31,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
413233,12/3/2017 2:08,0,730,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006235,-118.429199
413234,12/3/2017 2:08,0,730,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006235,-118.429199
413235,12/3/2017 2:08,0,730,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006235,-118.429199
413236,12/3/2017 2:08,0,730,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.006235,-118.429199
413237,12/3/2017 2:08,312,730,5614,68111,ISSUED: Start prty(EV# 15).,0,2,E-998,0,34.006235,-118.429199
413238,12/3/2017 2:08,0,830,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.005625,-118.4302
413239,12/3/2017 2:08,0,830,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.005625,-118.4302
413240,12/3/2017 2:08,0,830,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.005625,-118.4302
413241,12/3/2017 2:08,0,830,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.005625,-118.4302
413242,12/3/2017 2:08,0,830,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.005625,-118.4302
413243,12/3/2017 2:08,311,830,5614,68111,ISSUED: Start prty(EV# 9).,0,2,E-998,0,34.005625,-118.4302
413244,12/3/2017 2:09,0,828,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.004305,-118.432582
413245,12/3/2017 2:09,310,828,5614,68111,ISSUED: Start prty(EV# 5).,0,2,E-998,0,34.004305,-118.432582
413246,12/3/2017 2:09,0,726,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003723,-118.433821
413247,12/3/2017 2:09,310,726,5614,68112,ISSUED: Cancel prty(EV# 5).,0,2,E-998,0,34.003723,-118.433821
413248,12/3/2017 2:09,0,724,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.003501,-118.434269
413249,12/3/2017 2:09,358,724,5614,68111,ISSUED: Start prty(EV# 4).,0,2,E-998,0,34.003501,-118.434269
413250,12/3/2017 2:09,0,722,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.001533,-118.438209
413251,12/3/2017 2:09,357,722,5614,68111,ISSUED: Start prty(EV# 14).,0,2,E-998,0,34.001533,-118.438209
413252,12/3/2017 2:10,0,720,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999969,-118.441279
413253,12/3/2017 2:10,308,720,5614,68111,ISSUED: Start prty(EV# 13).,0,2,E-998,0,33.999969,-118.441279
413254,12/3/2017 2:10,0,718,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.999676,-118.441872
413255,12/3/2017 2:10,307,718,5614,68111,ISSUED: Start prty(EV# 15).,0,2,E-998,0,33.999676,-118.441872
413256,12/3/2017 2:10,0,717,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.998518,-118.444173
413257,12/3/2017 2:10,307,717,5614,68112,ISSUED: Cancel prty(EV# 15).,0,2,E-998,0,33.998518,-118.444173
413258,12/3/2017 2:10,0,716,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997729,-118.445729
413259,12/3/2017 2:10,306,716,5614,68111,ISSUED: Start prty(EV# 15).,0,2,E-998,0,33.997729,-118.445729
413260,12/3/2017 2:10,0,714,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.997363,-118.446482
413261,12/3/2017 2:10,0,714,5614,67102,MARKED: Hot/Run List deleted at EOR.,0,2,E-998,0,33.997363,-118.446482
413262,12/3/2017 2:10,0,0,5614,67103,DELETED: Hot/Run List deleted by System.,0,2,E-998,0,#N/A,#N/A
413263,12/3/2017 2:11,0,712,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994682,-118.451824
413264,12/3/2017 2:11,0,712,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994682,-118.451824
413265,12/3/2017 2:11,0,712,5614,67084,NO MATCH: Foreign Rte Table(Det:712;Sys:2).,0,2,E-998,0,33.994682,-118.451824
413266,12/3/2017 2:11,0,711,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.994165,-118.452792
413267,12/3/2017 2:11,0,711,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.994165,-118.452792
413268,12/3/2017 2:11,0,711,5614,67084,NO MATCH: Foreign Rte Table(Det:711;Sys:2).,0,2,E-998,0,33.994165,-118.452792
413269,12/3/2017 2:11,0,707,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,33.991816,-118.457488
413270,12/3/2017 2:11,0,707,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,33.991816,-118.457488
413271,12/3/2017 2:11,0,707,5614,67084,NO MATCH: Foreign Rte Table(Det:707;Sys:2).,0,2,E-998,0,33.991816,-118.457488
413272,12/3/2017 2:12,0,702,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
413273,12/3/2017 2:12,0,702,5614,67085,NO MATCH: Route Table.,0,2,E-998,0,#N/A,#N/A
413274,12/3/2017 2:12,0,702,5614,67084,NO MATCH: Foreign Rte Table(Det:702;Sys:2).,0,2,E-998,0,#N/A,#N/A
447522,12/3/2017 19:48,0,733,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.006256,-118.428796
447523,12/3/2017 19:48,0,733,5614,67095,CREATED: Hot/Run List.,0,2,E-998,0,34.006256,-118.428796
447524,12/3/2017 19:48,0,733,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.006256,-118.428796
447525,12/3/2017 19:48,0,733,5614,68106,"SUCCESS: Dir. ""W"" determined from uni-dir DET#.",0,2,E-998,0,34.006256,-118.428796
447526,12/3/2017 19:48,312,733,5614,68111,ISSUED: Start prty(EV# 3).,0,2,E-998,0,34.006256,-118.428796
447548,12/3/2017 19:49,0,734,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,34.008716,-118.42445
447549,12/3/2017 19:49,0,734,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,34.008716,-118.42445
447550,12/3/2017 19:49,0,734,5614,67097,CHANGED: Run List.,0,2,E-998,0,34.008716,-118.42445
447551,12/3/2017 19:49,0,734,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,34.008716,-118.42445
447552,12/3/2017 19:49,0,734,5614,68106,"SUCCESS: Dir. ""E"" determined from uni-dir DET#.",0,2,E-998,0,34.008716,-118.42445
447553,12/3/2017 19:49,314,734,5614,68111,ISSUED: Start prty(EV# 13).,0,2,E-998,0,34.008716,-118.42445
447571,12/3/2017 19:49,0,737,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
447572,12/3/2017 19:49,0,737,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,#N/A,#N/A
447573,12/3/2017 19:49,0,737,5614,67097,CHANGED: Run List.,0,2,E-998,0,#N/A,#N/A
447574,12/3/2017 19:49,0,737,5614,65794,RECEIVED: Resubmitted Tag ID.,0,2,E-998,0,#N/A,#N/A
447575,12/3/2017 19:49,0,737,5614,68107,"SUCCESS: Dir. ""W"" determined at end point.",0,2,E-998,0,#N/A,#N/A
447576,12/3/2017 19:49,313,737,5614,68111,ISSUED: Start prty(EV# 10).,0,2,E-998,0,#N/A,#N/A
447591,12/3/2017 19:49,0,738,5614,65792,RECEIVED: Tag ID.,0,2,E-998,0,#N/A,#N/A
447592,12/3/2017 19:49,0,738,5614,68098,ERROR: Det ID does not exist along current dir.,0,2,E-998,0,#N/A,#N/A
