UNIT_STATUS,LATITUDE,LONGITUDE,UTC_TIME,INCIDENT_NBR,UNIT_NAME
ONS,34.150997,-118.522263,05-MAR-18 12.47.01.000000 AM UTC,201803040997,E83
ONS,34.150993,-118.522255,05-MAR-18 12.57.02.000000 AM UTC,201803040997,E83
ONS,34.150997,-118.522263,05-MAR-18 01.07.03.000000 AM UTC,201803040997,E83
ONS,34.151978,-118.521217,05-MAR-18 01.08.50.000000 AM UTC,201803040997,E83
ENR,34.161182,-118.500481,05-MAR-18 02.11.11.000000 AM UTC,201803041168,E83
ENR,34.161186,-118.500473,05-MAR-18 02.11.13.000000 AM UTC,201803041168,E83
ENR,34.161236,-118.500389,05-MAR-18 02.11.44.000000 AM UTC,201803041168,E83
ENR,34.161156,-118.500748,05-MAR-18 02.12.16.000000 AM UTC,201803041168,E83
ENR,34.159351,-118.501442,05-MAR-18 02.12.47.000000 AM UTC,201803041168,E83
ENR,34.160488,-118.507088,05-MAR-18 02.13.18.000000 AM UTC,201803041168,E83
ENR,34.161362,-118.513168,05-MAR-18 02.13.49.000000 AM UTC,201803041168,E83
ENR,34.162708,-118.519440,05-MAR-18 02.14.20.000000 AM UTC,201803041168,E83
ENR,34.164997,-118.520317,05-MAR-18 02.14.51.000000 AM UTC,201803041168,E83
ENR,34.167068,-118.520294,05-MAR-18 02.15.22.000000 AM UTC,201803041168,E83
ENR,34.167885,-118.520325,05-MAR-18 02.15.38.000000 AM UTC,201803041168,E83
ONS,34.167885,-118.520325,05-MAR-18 02.15.38.000000 AM UTC,201803041168,E83
ONS,34.167877,-118.520264,05-MAR-18 02.25.23.000000 AM UTC,201803041168,E83
ONS,34.167889,-118.520256,05-MAR-18 02.35.24.000000 AM UTC,201803041168,E83
ONS,34.167904,-118.520294,05-MAR-18 02.45.25.000000 AM UTC,201803041168,E83
ONS,34.167889,-118.520325,05-MAR-18 02.55.26.000000 AM UTC,201803041168,E83
ONS,34.168625,-118.519623,05-MAR-18 02.58.45.000000 AM UTC,201803041168,E83
ENR,34.161217,-118.500526,05-MAR-18 05.38.55.000000 AM UTC,201803041450,E83
ENR,34.161217,-118.500526,05-MAR-18 05.38.57.000000 AM UTC,201803041450,E83
ENR,34.161171,-118.500603,05-MAR-18 05.39.28.000000 AM UTC,201803041450,E83
ENR,34.161236,-118.500549,05-MAR-18 05.39.59.000000 AM UTC,201803041450,E83
ENR,34.160053,-118.500999,05-MAR-18 05.40.30.000000 AM UTC,201803041450,E83
ENR,34.159885,-118.503571,05-MAR-18 05.41.01.000000 AM UTC,201803041450,E83
ENR,34.160877,-118.509644,05-MAR-18 05.41.32.000000 AM UTC,201803041450,E83
ENR,34.161816,-118.516037,05-MAR-18 05.42.03.000000 AM UTC,201803041450,E83
ENR,34.163338,-118.521400,05-MAR-18 05.42.34.000000 AM UTC,201803041450,E83
ENR,34.164013,-118.522057,05-MAR-18 05.43.01.000000 AM UTC,201803041450,E83
ONS,34.164013,-118.522057,05-MAR-18 05.43.01.000000 AM UTC,201803041450,E83
ONS,34.164001,-118.522026,05-MAR-18 05.52.35.000000 AM UTC,201803041450,E83
ONS,34.165382,-118.521614,05-MAR-18 05.53.41.000000 AM UTC,201803041450,E83
ENR,34.161034,-118.500702,05-MAR-18 06.27.10.000000 AM UTC,201803041499,E83
ENR,34.161037,-118.500702,05-MAR-18 06.27.12.000000 AM UTC,201803041499,E83
ENR,34.161018,-118.500694,05-MAR-18 06.27.43.000000 AM UTC,201803041499,E83
ENR,34.161026,-118.500671,05-MAR-18 06.28.14.000000 AM UTC,201803041499,E83
ENR,34.161003,-118.500626,05-MAR-18 06.28.45.000000 AM UTC,201803041499,E83
ENR,34.162457,-118.501045,05-MAR-18 06.29.16.000000 AM UTC,201803041499,E83
ENR,34.168133,-118.501053,05-MAR-18 06.29.47.000000 AM UTC,201803041499,E83
ENR,34.171967,-118.501068,05-MAR-18 06.30.18.000000 AM UTC,201803041499,E83
ENR,34.172215,-118.503258,05-MAR-18 06.30.49.000000 AM UTC,201803041499,E83
ENR,34.172287,-118.509773,05-MAR-18 06.31.20.000000 AM UTC,201803041499,E83
ENR,34.172749,-118.514252,05-MAR-18 06.31.51.000000 AM UTC,201803041499,E83
ENR,34.174606,-118.513252,05-MAR-18 06.32.22.000000 AM UTC,201803041499,E83
ENR,34.175423,-118.513184,05-MAR-18 06.32.40.000000 AM UTC,201803041499,E83
ONS,34.175423,-118.513184,05-MAR-18 06.32.40.000000 AM UTC,201803041499,E83
ONS,34.175468,-118.513191,05-MAR-18 06.42.23.000000 AM UTC,201803041499,E83
ONS,34.171139,-118.509857,05-MAR-18 06.45.55.000000 AM UTC,201803041499,E83
